NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|97812014|48352023,689975201,RUA SETE DE SETEMBRO,JULIO MESQUITA,SP,3525805,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|778|2130|1812.5|1822.5|1830,911.25|723|1940|1717.5|1727.5|1735,50,Greenfield,,056001603518,11.96|16.15,25,74|65,-3,33,000790401592|057731705894|027191702519|006091702519,20|40,-22.012444,-49.788944,2023-09-11,2008-01-22,2029-12-08,20240503,1,50.0,inf
TIM,50010613854,97812014|48352023|47102015,689975201,RUA SETE DE SETEMBRO,JULIO MESQUITA,SP,3525805,10M0G7W|5M00G7W,LTE|WCDMA,778|2130|1812.5|1822.5|1830,723|1940|1717.5|1727.5|1735,250,Greenfield,,056001603518,11.96|16.15,25,74|65,-2,33,057731705894|027191702519|006091702519,40,-22.012444,-49.788944,2023-09-11,2008-01-22,2029-12-08,20240503,3,250.0,inf
TIM,50010613854,97812014|47102015|48352023,689975201,RUA SETE DE SETEMBRO,JULIO MESQUITA,SP,3525805,10M0G7W|5M00G7W,LTE|WCDMA,778|1812.5|1822.5|1830|2130,723|1717.5|1727.5|1735|1940,340,Greenfield,,056001603518,11.96|16.15,25,74|65,-3,33,057731705894|006091702519|027191702519,40,-22.012444,-49.788944,2023-09-11,2008-01-22,2029-12-08,20240503,4,340.0,inf
