NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023,1014361459,"Avenida Primavera,S/N,Centro",0,SP,3527603,15M0G7W|5M00G7W,LTE,1812.5|1822.5|1830,1717.5|1727.5|1735,0,,,056001603518,16.15,25,65,-7.5,50,006091702519,40,-21.55528,-47.7,2023-07-07,2022-10-20,2038-04-30,20240503,1,0.0,0.207875
TIM,50010613854,47102015|48352023,1014361459,"Avenida Primavera,S/N,Centro",0,SP,3527603,15M0G7W|5M00G7W,LTE,1812.5|1822.5|1830,1717.5|1727.5|1735,90,,,056001603518,16.15,25,65,-7.5,50,006091702519,40,-21.55528,-47.7,2023-07-07,2022-10-20,2038-04-30,20240503,2,90.0,0.207875
TIM,50010613854,47102015|48352023,1014361459,"Avenida Primavera,S/N,Centro",0,SP,3527603,15M0G7W|5M00G7W,LTE,1812.5|1822.5|1830,1717.5|1727.5|1735,290,,,056001603518,16.15,25,65,-7.5,50,006091702519,40,-21.55528,-47.7,2023-07-07,2022-10-20,2038-04-30,20240503,4,290.0,0.207875
TIM,50010613854,47102015|48352023,1014774931,RUA LUIZ DE OLIVEIRA,LUIS ANTONIO,SP,3527603,10M0G7W|5M00G7W,LTE|NR,1812.5|1822.5|1830,1717.5|1727.5|1735,20,,,013320701705,11.8,23.3,65,-4,40,006091702519,40,-21.554583,-47.696056,2023-11-06,2023-03-14,2031-03-11,20240503,1,20.0,0.207875
TIM,50010613854,47102015|48352023,1014774931,RUA LUIZ DE OLIVEIRA,LUIS ANTONIO,SP,3527603,10M0G7W|5M00G7W,LTE|NR,1812.5|1822.5|1830,1717.5|1727.5|1735,120,,,013320701705,11.8,23.3,65,-4,40,006091702519,40,-21.554583,-47.696056,2023-11-06,2023-03-14,2031-03-11,20240503,2,120.0,0.207875
TIM,50010613854,47102015|48352023,1014774931,RUA LUIZ DE OLIVEIRA,LUIS ANTONIO,SP,3527603,10M0G7W|5M00G7W,LTE|NR,1812.5|1822.5|1830,1717.5|1727.5|1735,230,,,013320701705,11.8,23.3,65,-4,40,006091702519,40,-21.554583,-47.696056,2023-11-06,2023-03-14,2031-03-11,20240503,3,230.0,0.207875
TIM,50010613854,47102015|97812014|29272013|16992008,684624559,RUA AMAZONAS 360,,SP,3527603,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|783|1820|1825|1832.5|2135,955|773|1805|1820|1827.5|2125,0,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,61,016081103903|018591601350|003531103903|008041101882,60|40|80,-21.55306,-47.70667,2019-11-21,2004-07-22,2031-03-11|2029-12-08|2023-04-30,20240503,1,0.0,0.36666000000000004
TIM,50010613854,47102015|29272013|97812014|16992008,684624559,RUA AMAZONAS 360,,SP,3527603,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|1820|1825|1832.5|783|2135,955|1805|1820|1827.5|773|2125,120,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,61,016081103903|003531103903|018591601350|008041101882,60|40|80,-21.55306,-47.70667,2019-11-21,2004-07-22,2031-03-11|2023-04-30|2029-12-08,20240503,2,120.0,0.36666000000000004
TIM,50010613854,47102015|97812014|29272013|16992008,684624559,RUA AMAZONAS 360,,SP,3527603,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|783|1820|1825|1832.5|2135,955|773|1805|1820|1827.5|2125,240,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,61,016081103903|018591601350|003531103903|008041101882,60|40|80,-21.55306,-47.70667,2019-11-21,2004-07-22,2031-03-11|2029-12-08|2023-04-30,20240503,3,240.0,0.36666000000000004
TIM,50010613854,166252022,695223640,"Avenida Primavera,S/N,Centro",-,SP,3527603,200KG7W,GSM,1842.5,1747.5,0,,,013320701705,17.1,35,65,-7.5,50,021130703903,20,-21.55528,-47.7,2023-07-13,2011-07-19,2032-12-22,20240503,1,0.0,0.207875
TIM,50010613854,166252022,695223640,"Avenida Primavera,S/N,Centro",-,SP,3527603,200KG7W,GSM,1842.5,1747.5,90,,,013320701705,17.1,35,65,-7.5,50,021130703903,20,-21.55528,-47.7,2023-07-13,2011-07-19,2032-12-22,20240503,2,90.0,0.207875
TIM,50010613854,166252022,695223640,"Avenida Primavera,S/N,Centro",-,SP,3527603,200KG7W,GSM,1842.5,1747.5,290,,,013320701705,17.1,35,65,-7.5,50,021130703903,20,-21.55528,-47.7,2023-07-13,2011-07-19,2032-12-22,20240503,4,290.0,0.207875
