NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|97812014,695510380,AVENIDA JOSÉ THEODORO DE SOUZA 441 CENTRO,,SP,3509809,200KG7W|10M0G7W|5M00G7W,GSM|LTE,957.5|783|1820|1835,955|773|1805|1830,0,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,63,018000703903|031191601350|007591301882,47.3|40|60,-22.60119,-50.00125,2020-08-24,2011-06-08,2031-03-11|2029-12-08,20240503,1,0.0,inf
TIM,50010613854,47102015|97812014,695510380,AVENIDA JOSÉ THEODORO DE SOUZA 441 CENTRO,,SP,3509809,200KG7W|10M0G7W|5M00G7W,GSM|LTE,957.5|783|1820|1835,955|773|1805|1830,120,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,63,018000703903|031191601350|007591301882,47.3|40|60,-22.60119,-50.00125,2020-08-24,2011-06-08,2031-03-11|2029-12-08,20240503,2,120.0,inf
TIM,50010613854,47102015|97812014,695510380,AVENIDA JOSÉ THEODORO DE SOUZA 441 CENTRO,,SP,3509809,200KG7W|10M0G7W|5M00G7W,GSM|LTE,957.5|783|1820|1835,955|773|1805|1830,240,Greenfield,não,056001603518,16.15|11.96,25,65|74,7,63,018000703903|031191601350|007591301882,47.3|40|60,-22.60119,-50.00125,2020-08-24,2011-06-08,2031-03-11|2029-12-08,20240503,3,240.0,inf
