NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|29332016|59592012,687207282,"ROD ROD SP 139, KM 18, SITIO SÃO JOÃO",,SP,3551801,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890,1870|2620|2630|880,100,Greenfield,não,027331703519,16.16|17.05|14.1,27.0|28.0|25.0,66.76|65.49|66.56,2.0,61.0,012111805894|056351705894|039721705894,20.0|40.0|80.0,-24.38694,-47.93083,2019-04-18,2005-06-28,2028-03-31|2027-10-18,20240503,2,100.0,inf
CLARO,50409105090,46622011|29332016|59592012,687207282,"ROD ROD SP 139, KM 18, SITIO SÃO JOÃO",,SP,3551801,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890,1870|2620|2630|880,210,Greenfield,não,027331703519,16.16|17.05|14.1,27.0|28.0|25.0,66.76|65.49|66.56,1.0,61.0,012111805894|056351705894|039721705894,20.0|40.0|80.0,-24.38694,-47.93083,2019-04-18,2005-06-28,2028-03-31|2027-10-18,20240503,3,210.0,inf
CLARO,50409105090,46622011|29332016|59592012,687207282,"ROD ROD SP 139, KM 18, SITIO SÃO JOÃO",,SP,3551801,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890,1870|2620|2630|880,350,Greenfield,não,027331703519,16.16|17.05|14.1,27.0|28.0|25.0,66.76|65.49|66.56,2.0,61.0,012111805894|056351705894|039721705894,20.0|40.0|80.0,-24.38694,-47.93083,2019-04-18,2005-06-28,2028-03-31|2027-10-18,20240503,4,350.0,inf
