NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,155832022|48422023|97432014|48412023,687528372,RUA GIORGINA CUSTÓDIO DA SILVA,"X RUA CORUMBÁ, 435",SP,3529658,200KG7W|5M00G7W|10M0G7W,GSM|LTE|WCDMA,874.5|890.75|1862.5|788|1867.5|2160,829.5|845.75|1767.5|733|1772.5|1970,70,Greenfield,não|sim,002000703518|005152003257,17.6|17.2|14|17.3|14.1,28|26|21|25|22,65|69|66|68,0|1,38,000910502519|083071803257|048811903257|000081201882,32.5|46|40,-19.965,-50.617,2024-01-03,2005-10-05,2028-11-29,20240103,1,70.0,inf
VIVO,50409146447,155832022|48422023|97432014|48412023,687528372,RUA GIORGINA CUSTÓDIO DA SILVA,"X RUA CORUMBÁ, 435",SP,3529658,200KG7W|5M00G7W|10M0G7W,GSM|LTE|WCDMA,874.5|890.75|1862.5|788|1867.5|2160,829.5|845.75|1767.5|733|1772.5|1970,220,Greenfield,não|sim,002000703518|005152003257,17.6|17.2|14|17.3|14.1,28|26|21|25|22,65|69|66|68,0|1,38,000910502519|083071803257|048811903257|000081201882,32.5|46|40,-19.965,-50.617,2024-01-03,2005-10-05,2028-11-29,20240103,3,220.0,inf
VIVO,50409146447,155832022|48422023|97432014|48412023,687528372,RUA GIORGINA CUSTÓDIO DA SILVA,"X RUA CORUMBÁ, 435",SP,3529658,200KG7W|5M00G7W|10M0G7W,GSM|LTE|WCDMA,874.5|890.75|1862.5|788|1867.5|2160,829.5|845.75|1767.5|733|1772.5|1970,330,Greenfield,não|sim,002000703518|005152003257,17.6|17.2|14|17.3|14.1,28|26|21|25|22,65|69|66|68,1|0,38,000910502519|083071803257|048811903257|000081201882,32.5|46|40,-19.965,-50.617,2024-01-03,2005-10-05,2028-11-29,20240103,4,330.0,inf
