NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|59592012|29332016,695600370,"AV ALTINO ARANTES, 929, CENTRO",,SP,3539608,200KG7W|20M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2650|2630|890,1870|2630|2620|880,85,Greenfield,não,012700905344|008541105344|012720905344,17.4|16.85|13.52,30.0|33.74|20.0,65.0|67.81|68.0,0.0|1.0,50.0|44.0,005311101882|024251201882|008881101882,65.77|30.0|72.44,-21.03528,-49.92722,2016-09-21,2011-07-06,2028-03-31|2027-10-18,20240503,1,85.0,inf
CLARO,50409105090,46622011|59592012|29332016,695600370,"AV ALTINO ARANTES, 929, CENTRO",,SP,3539608,200KG7W|20M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2650|2630|890,1870|2630|2620|880,220,Greenfield,não,012700905344|008541105344|012720905344,17.4|16.85|13.52,30.0|33.74|20.0,65.0|67.81|68.0,1.0,50.0|44.0,005311101882|024251201882|008881101882,65.77|30.0|72.44,-21.03528,-49.92722,2016-09-21,2011-07-06,2028-03-31|2027-10-18,20240503,3,220.0,inf
CLARO,50409105090,46622011|59592012|29332016,695600370,"AV ALTINO ARANTES, 929, CENTRO",,SP,3539608,200KG7W|20M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2650|2630|890,1870|2630|2620|880,335,Greenfield,não,012700905344|008541105344|012720905344,17.4|16.85|13.52,30.0|33.74|20.0,65.0|67.81|68.0,1.0,50.0|44.0,005311101882|024251201882|008881101882,65.77|30.0|72.44,-21.03528,-49.92722,2016-09-21,2011-07-06,2028-03-31|2027-10-18,20240503,4,335.0,inf
