NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|97812014|16992008|29272013,689152035,"ESTRADA DO BANANAL BOM RETIRO,S/N,RIO ALTO",,SP,3504909,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|783|2135|1820|1825|1832.5,955|773|2125|1805|1820|1827.5,90|170,Greenfield,sim,056001603518,11.96|16.15,25,74|65,7,34.2,011560301882|031191601350|008041101882|006030301882,47.6|40|80|88.1|35.5,-22.67472,-44.32417,2019-12-04,2007-05-22,2031-03-11|2029-12-08|2023-04-30,20240503,2,170.0,inf
