NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|29332016|59592012,688218601,"ROD DOS EXPEDICIONÁRIOS, 250, JD. PAULISTA",,SP,3514304,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,90,Greenfield,não,027331703519,16.16|17.05|14.1,27.0|28.0|25.0,66.76|65.49|66.56,0.0,55.0,012111805894|056351705894|039721705894|010641001882,20.0|40.0|80.0|63.5,-22.11083,-48.31389,2014-09-10,2006-05-03,2028-03-31|2027-10-18,20240503,2,90.0,inf
CLARO,50409105090,46622011|29332016|59592012,688218601,"ROD DOS EXPEDICIONÁRIOS, 250, JD. PAULISTA",,SP,3514304,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,210,Greenfield,não,027331703519,16.16|17.05|14.1,27.0|28.0|25.0,66.76|65.49|66.56,0.0,55.0,012111805894|056351705894|039721705894|010641001882,20.0|40.0|80.0|63.5,-22.11083,-48.31389,2014-09-10,2006-05-03,2028-03-31|2027-10-18,20240503,3,210.0,inf
CLARO,50409105090,46622011|29332016|59592012,688218601,"ROD DOS EXPEDICIONÁRIOS, 250, JD. PAULISTA",,SP,3514304,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,330,Greenfield,não,027331703519,16.16|17.05|14.1,27.0|28.0|25.0,66.76|65.49|66.56,0.0,55.0,012111805894|056351705894|010641001882|039721705894,20.0|40.0|63.5|80.0,-22.11083,-48.31389,2014-09-10,2006-05-03,2028-03-31|2027-10-18,20240503,4,330.0,inf
