NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,48412023,687529093,Rua São Luiz,,SP,3532058,5M00G7W,WCDMA,2160,1970,30,Greenfield,sim,012720905344,18.3,25,65,0,25,027191702519,40,-21.508611,-48.1525,2023-07-26,2005-10-05,2023-08-05,1,30.0,inf
VIVO,50409146447,48412023|48422023,687529093,Rua São Luiz,,SP,3532058,5M00G7W,WCDMA|LTE,2160|1867.5,1970|1772.5,130|140,Greenfield,sim,012720905344|029630905344,18.3|17.6,25|35,65|84.27,0,25|30,027191702519|083071803257,40,-21.508611,-48.1525,2023-07-26,2005-10-05,2023-08-05,2,135.0,inf
VIVO,50409146447,48422023,687529093,Rua São Luiz,,SP,3532058,5M00G7W,LTE,1867.5,1772.5,240,Greenfield,sim,029630905344,17.6,35,84.27,0,30,083071803257,40,-21.508611,-48.1525,2023-07-26,2005-10-05,2023-08-05,3,240.0,inf
VIVO,50409146447,48412023|48422023,687529093,Rua São Luiz,,SP,3532058,5M00G7W,WCDMA|LTE,2160|1867.5,1970|1772.5,280|350,Greenfield,sim,012720905344|029630905344,18.3|17.6,25|35,65|84.27,0|1,25|30,027191702519|083071803257,40,-21.508611,-48.1525,2023-07-26,2005-10-05,2023-08-05,4,315.0,inf
