NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|48352023,700051791,Rua Brasil 389,-,SP,3555307,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,30,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,30,031191601350|027191702519,40,-20.05283,-50.47633,2024-03-29,2018-03-29,2029-12-08|2038-04-30,20240503,1,30.0,inf
TIM,50010613854,97812014|48352023,700051791,Rua Brasil 389,-,SP,3555307,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,160,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,30,031191601350|027191702519,40,-20.05283,-50.47633,2024-03-29,2018-03-29,2029-12-08|2038-04-30,20240503,2,160.0,inf
TIM,50010613854,97812014|48352023,700051791,Rua Brasil 389,-,SP,3555307,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,270,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,30,031191601350|027191702519,40,-20.05283,-50.47633,2024-03-29,2018-03-29,2029-12-08|2038-04-30,20240503,4,270.0,inf
