NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,155832022|48412023|48422023|97432014,535977352,RUA DONA RICARDINA,,SP,3505104,200KG7W|5M00G7W|10M0G7W,GSM|WCDMA|LTE,890.75|874.5|2160|1867.5|788|1862.5,845.75|829.5|1970|1772.5|733|1767.5,20|40,Greenfield,sim,002000703518|005152003257,17.6|17.5|14.7|14|17.3,28|25|21,65|60.17|75.66|66|68,6|0,59|60,000910502519|039721705894|083071803257|048811903257,14.5|40,-21.2656,-49.948347,2023-12-20,2000-12-22,2028-11-29|2038-04-30|2032-12-22|2029-12-08,20240103,1,30.0,inf
VIVO,50409146447,48422023|97432014|48412023|155832022,535977352,RUA DONA RICARDINA,,SP,3505104,5M00G7W|10M0G7W|200KG7W,LTE|GSM|WCDMA,1867.5|788|1862.5|2160|890.75|874.5,1772.5|733|1767.5|1970|845.75|829.5,130|145|150,Greenfield,sim,002000703518|005152003257,17.5|14|17.3|17.6|14.7,25|21|28,60.17|66|68|65|75.66,0|6,60|59,083071803257|048811903257|000910502519|039721705894,40|14.5,-21.2656,-49.948347,2023-12-20,2000-12-22,2032-12-22|2029-12-08|2038-04-30|2028-11-29,20240103,2,138.0,inf
VIVO,50409146447,48422023|97432014|48412023|155832022,535977352,RUA DONA RICARDINA,,SP,3505104,5M00G7W|10M0G7W|200KG7W,LTE|GSM|WCDMA,1867.5|788|1862.5|2160|890.75|874.5,1772.5|733|1767.5|1970|845.75|829.5,270|280,Greenfield,sim,002000703518|005152003257,17.5|14|17.3|17.6|14.7,25|21|28,60.17|66|68|65|75.66,0|6,60|59,083071803257|048811903257|000910502519|039721705894,40|14.5,-21.2656,-49.948347,2023-12-20,2000-12-22,2032-12-22|2029-12-08|2038-04-30|2028-11-29,20240103,4,275.0,inf
