NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014|69272020,689722621,RUA MARECHAL DEODORO,"ESQUINA RUA JOSE PILOTO, 534",SP,3517901,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1822.5|1830|956.25|778|2130,1717.5|1727.5|1735|911.25|723|1940,0,Greenfield,,056001603518,16.71|11.96,25,69.29|74,0,31,007591301882|000790401592|031191601350|008041101882,20|40,-20.501417,-48.943639,2023-07-06,2007-11-20,2038-04-30|2023-04-30,20240503,1,0.0,inf
TIM,50010613854,47102015|48352023|97812014|69272020,689722621,RUA MARECHAL DEODORO,"ESQUINA RUA JOSE PILOTO, 534",SP,3517901,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1822.5|1830|956.25|778|2130,1717.5|1727.5|1735|911.25|723|1940,240,Greenfield,,056001603518,16.71|11.96,25,69.29|74,0,31,007591301882|000790401592|031191601350|008041101882,20|40,-20.501417,-48.943639,2023-07-06,2007-11-20,2038-04-30|2023-04-30,20240503,3,240.0,inf
