NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,32702021,1015039283,"RUA DOUTOR GERÔNIMO DE ALMEIDA, 733 - CENTRO",,SP,3551900,200KG7W,GSM,874.5,829.5,0|75,,,056001603518,15.3,25,60,0,59,033151401882,20,-20.812142,-48.805564,2023-07-12,2023-07-12,2029-12-08,20240503,1,38.0,0.160685
TIM,50010613854,32702021,1015039283,"RUA DOUTOR GERÔNIMO DE ALMEIDA, 733 - CENTRO",,SP,3551900,200KG7W,GSM,874.5,829.5,250,,,056001603518,15.4,25,67,0,59,010641001882,20,-20.812142,-48.805564,2023-07-12,2023-07-12,2029-12-08,20240503,3,250.0,0.160685
TIM,50010613854,47102015|29272013|97812014|16992008,684940035,RUA QUIRINO BONFANTI 96,,SP,3551900,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1820|1825|1832.5|957.5|783|2135,1805|1820|1827.5|955|773|2125,60,Greenfield,não,056001603518,16.15|11.96,25,65|74,7,60,007591301882|016081103903|031191601350|008041101882,60|40|80,-20.81167,-48.80861,2019-12-02,2004-12-02,2031-03-11|2023-04-30|2029-12-08,20240503,1,60.0,0.160685
TIM,50010613854,47102015|29272013|97812014|16992008,684940035,RUA QUIRINO BONFANTI 96,,SP,3551900,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1820|1825|1832.5|957.5|783|2135,1805|1820|1827.5|955|773|2125,130,Greenfield,não,056001603518,16.15|11.96,25,65|74,7,60,007591301882|016081103903|031191601350|008041101882,60|40|80,-20.81167,-48.80861,2019-12-02,2004-12-02,2031-03-11|2023-04-30|2029-12-08,20240503,2,130.0,0.160685
TIM,50010613854,47102015|29272013|97812014|16992008,684940035,RUA QUIRINO BONFANTI 96,,SP,3551900,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1820|1825|1832.5|957.5|783|2135,1805|1820|1827.5|955|773|2125,340,Greenfield,não,056001603518,16.15|11.96,25,65|74,7,60,007591301882|016081103903|031191601350|008041101882,60|40|80,-20.81167,-48.80861,2019-12-02,2004-12-02,2031-03-11|2023-04-30|2029-12-08,20240503,4,340.0,0.160685
