NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
ALGAR,50418418969,4942023,1012010691,RUA OTORINO RAVAGNANI,SP 334 KM 353,SP,3505906,5M00G7W,WCDMA,874.5,829.5,10,,,056001603518,14.4,25,68,0,55,110322001350,80,-20.86539,-47.59933,2023-03-10,2021-06-07,2028-11-29,20240103,1,10.0,1.59274
ALGAR,50418418969,4942023,1012010691,RUA OTORINO RAVAGNANI,SP 334 KM 353,SP,3505906,5M00G7W,WCDMA,874.5,829.5,115,,,056001603518,14.4,25,68,0,55,110322001350,80,-20.86539,-47.59933,2023-03-10,2021-06-07,2028-11-29,20240103,2,115.0,1.59274
ALGAR,50418418969,4942023,1012010691,RUA OTORINO RAVAGNANI,SP 334 KM 353,SP,3505906,5M00G7W,WCDMA,874.5,829.5,225,,,056001603518,14.4,25,68,1,55,110322001350,80,-20.86539,-47.59933,2023-03-10,2021-06-07,2028-11-29,20240103,3,225.0,1.59274
ALGAR,04030023541,30692021|22212023,1012028558,RUA OTORINO RAVAGNANI,SP 334 KM 353,SP,3505906,10M0G7W|5M00G7W,LTE|WCDMA,768|874.5,713|829.5,10,,,056001603518,14|14.4,25,69|68,0,50,085672001350|110322001350,60|80,-20.86539,-47.59933,2023-04-25,2021-06-14,2023-01-21|2028-11-29,20240103,1,10.0,1.59274
ALGAR,04030023541,30692021|22212023,1012028558,RUA OTORINO RAVAGNANI,SP 334 KM 353,SP,3505906,10M0G7W|5M00G7W,LTE|WCDMA,768|874.5,713|829.5,115,,,056001603518,14|14.4,25,69|68,0,50,085672001350|110322001350,60|80,-20.86539,-47.59933,2023-04-25,2021-06-14,2023-01-21|2028-11-29,20240103,2,115.0,1.59274
ALGAR,04030023541,30692021|22212023,1012028558,RUA OTORINO RAVAGNANI,SP 334 KM 353,SP,3505906,10M0G7W|5M00G7W,LTE|WCDMA,768|874.5,713|829.5,225,,,056001603518,14|14.4,25,69|68,1,50,085672001350|110322001350,60|80,-20.86539,-47.59933,2023-04-25,2021-06-14,2023-01-21|2028-11-29,20240103,3,225.0,1.59274
ALGAR,04030023541,22212023,1012077753,RUA MANOEL PEREIRA PIMENTA,,SP,3505906,200KG7W,GSM,953.75,908.75,0,,,015070301293,10.4,0,0,0,75,002920501171,70.79,-20.90212,-47.58985,2023-07-07,2021-07-05,2032-12-22,20240103,1,0.0,0.6743150000000001
ALGAR,04030023541,77872023,1012077753,RUA MANOEL PEREIRA PIMENTA,,SP,3505906,5M00G9W,WCDMA,2130,1940,106,,,013320701705,19.2,30,64,0,65,007881401350,60.53,-20.90212,-47.58985,2023-07-07,2021-07-05,2032-12-22,20240103,2,106.0,0.6743150000000001
ALGAR,04030023541,77872023,1012077753,RUA MANOEL PEREIRA PIMENTA,,SP,3505906,5M00G9W,WCDMA,2130,1940,270|340,,,013320701705,19.2,30,64,0,65,007881401350,60.53,-20.90212,-47.58985,2023-07-07,2021-07-05,2032-12-22,20240103,4,305.0,0.6743150000000001
ALGAR,04030023541,22212023|30692021|77872023,1012108780,RUA CEL JOAQUIM ROSA,,SP,3505906,200KG7W|10M0G7W|5M00G9W,GSM|LTE|WCDMA,1825|768|2130|874.5,1730|713|1940|829.5,95,,,056001603518|013840801705,16.6|14|18.3|13.52,25|28|20,66|69|60|68,2|0,55,007590903257|085672001350|015121601350|007881401350|032341303903,80.35|60|60.53|65,-20.89082,-47.58501,2023-07-07,2021-07-12,2032-12-22,20240103,2,95.0,0.6743150000000001
