NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014|59592012|16952008,684831058,"RUA PIO AVELINO, 1367, CENTRO",,SP,3536307,200KG7W|10M0D7W|10M0G7W|20M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,1880|955|803|2650|2125|890,1870|952.5|793|2630|2110|880,0,Greenfield,sim,027331703519,16.16|14.1|17.05,27.0|23.0|25.0|28.0|26.0,66.76|66.56|65.49,0.0,55.0,012111805894|010891905894|037621705894|057731705894|056351705894|008881101882|008041101882,20.0|19.9|80.0|40.0|72.4,-20.64083,-47.28028,2020-02-12,2004-10-18,2028-03-31|2029-12-08|2027-10-18|2023-04-30,20240503,1,0.0,inf
CLARO,50409105090,46622011|97692014|59592012|16952008,684831058,"RUA PIO AVELINO, 1367, CENTRO",,SP,3536307,200KG7W|10M0D7W|10M0G7W|20M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,1880|955|803|2650|2125|890,1870|952.5|793|2630|2110|880,100,Greenfield,sim,027331703519,16.16|14.1|17.05,27.0|23.0|25.0|28.0|26.0,66.76|66.56|65.49,0.0,55.0,012111805894|037621705894|010891905894|057731705894|056351705894|008881101882|008041101882,20.0|19.9|80.0|40.0|72.4,-20.64083,-47.28028,2020-02-12,2004-10-18,2028-03-31|2029-12-08|2027-10-18|2023-04-30,20240503,2,100.0,inf
CLARO,50409105090,46622011|97692014|59592012|16952008,684831058,"RUA PIO AVELINO, 1367, CENTRO",,SP,3536307,200KG7W|10M0D7W|10M0G7W|20M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,955|1880|803|2650|2125|890,952.5|1870|793|2630|2110|880,220,Greenfield,sim,027331703519,14.1|16.16|17.05,23.0|27.0|25.0|28.0|26.0,66.56|66.76|65.49,0.0,55.0,037621705894|010891905894|012111805894|057731705894|056351705894|008881101882|008041101882,19.9|20.0|80.0|40.0|72.4,-20.64083,-47.28028,2020-02-12,2004-10-18,2028-03-31|2029-12-08|2027-10-18|2023-04-30,20240503,3,220.0,inf
