NumEstacao,distance
1009491013,0.28
699353416,0.28
699354757,0.28
699601266,0.28
699601665,0.28
699608724,0.28
1005313072,0.28
1010141659,0.28
1012997534,0.28
1014549172,0.28
410853461,0.28
690338082,0.28
693080680,0.28
698099702,0.28
699296706,0.28
699353270,0.28
699354277,0.28
699354501,0.28
1005312963,0.28
1012821410,0.28
1014212941,0.28
1014212968,0.25443
1014944667,0.28
443893268,0.25443
535508,0.28
691430896,0.28
1005115238,0.28
1005313048,0.28
1005313064,0.28
693080361,0.28
1005115203,0.28
1008197073,0.28
1009889807,0.28
1012405564,0.28
396721494,0.28
410916200,0.28
410916218,0.28
534791263,0.28
534791336,0.28
534795870,0.28
688302386,0.28
689073453,0.28
692600310,0.28
693076771,0.28
697561160,0.28
1005006749,0.28
623335018,0.28
1004880429,0.28
1005314150,0.220935
1005314168,0.15378999999999998
1005314176,0.15378999999999998
535811799,0.28
689145802,0.28
699067910,0.28
1004880399,0.28
396831311,0.28
693080574,0.28
1004619534,0.05
1004662863,0.05
1007175939,0.105475
1007178245,0.105475
1007230689,0.105475
1008208091,0.28
1008400359,0.23467
1010133656,0.28
1010178781,0.28
1012178126,0.28
1012178169,0.11715
1014249454,0.26712
1714210,0.28
1714678,0.16725
379962837,0.28
379962845,0.21896000000000002
399657258,0.28
410493619,0.163875
410493830,0.28
682910040,0.270715
689288646,0.27754
690981155,0.11715
695616943,0.126215
696556960,0.21896000000000002
697605230,0.15489
699067766,0.15489
700064729,0.28
1004406573,0.28
1010133575,0.187275
1011088727,0.28
1012297427,0.187275
1012806461,0.28
1014493681,0.28
379975629,0.28
441994695,0.28
691075638,0.28
691697442,0.28
1003888817,0.28
5139570,0.28
1003888477,0.28
1003891630,0.28
1012553687,0.28
534854443,0.28
534859569,0.28
692937170,0.28
695586769,0.28
1003684316,0.28
1003885087,0.28
1003890137,0.28
1003954615,0.24806
1012821355,0.24806
441554571,0.28
441559883,0.28
441559905,0.28
442803079,0.28
683602683,0.28
691931682,0.28
691931798,0.28
1003582904,0.28
1003583552,0.28
1003698414,0.28
1010544702,0.28
1010544729,0.28
1012603420,0.28
3171620,0.28
379963663,0.28
441994750,0.28
693062045,0.28
695642073,0.28
697436837,0.28
1003544573,0.28
1003543330,0.28
1008827557,0.28
1008827573,0.28
5136962,0.28
693076941,0.28
1003542716,0.28
441564216,0.28
1003519811,0.28
1009491005,0.28
1014493584,0.28
442748248,0.28
442748264,0.28
577900676,0.28
690981740,0.28
692822160,0.28
698096266,0.28
1003451494,0.05
1003694702,0.28
1003952329,0.28
1005006757,0.05
1005115211,0.28
1009667936,0.28
1010059707,0.28
1012405645,0.28
1013276768,0.28
1014212780,0.28
1014493835,0.28
1014944659,0.28
1014962622,0.28
399678590,0.28
442035306,0.28
442035322,0.28
688414338,0.28
691307741,0.28
695400126,0.28
1003381640,0.28
1008827549,0.28
1792946,0.28
2331667,0.28
426613856,0.28
431059357,0.28
688459099,0.28
692807969,0.28
698096290,0.28
699067952,0.28
699608902,0.28
1003254060,0.05
1005312998,0.28
1012405548,0.28
1012654874,0.28
684597764,0.28
692856870,0.05
1003172544,0.28
1012405475,0.28
396806546,0.28
1003172412,0.28
1003431361,0.22295500000000001
1006071510,0.09633499999999999
1007159402,0.28
1007175955,0.28
1007178253,0.22295500000000001
1008682125,0.28
1008682141,0.28
1012603439,0.28
1014690215,0.28
410493171,0.28
532673,0.09633499999999999
687395038,0.28
695217763,0.28
699402620,0.28
1003171513,0.28
1007662732,0.28
1007841815,0.08033
1012405246,0.08033
396831265,0.28
442752830,0.28
692892249,0.28
1003170630,0.28
1007447238,0.28
1007841769,0.28
1009786072,0.28
1012916097,0.28
325128960,0.28
410856231,0.28
505809079,0.28
505809087,0.28
1003170193,0.28
403101085,0.28
691667535,0.28
1003170002,0.28
1007140612,0.28
396722474,0.28
1003036950,0.28
399669434,0.28
536375070,0.28
699353521,0.28
1002997868,0.28
689319665,0.28
1002996748,0.28
687374332,0.28
699067960,0.28
1002994303,0.28
1007710206,0.28
1014213140,0.28
1014494114,0.28
443893225,0.28
534216323,0.28
1002987315,0.28
1007784285,0.28
410494348,0.28
441995144,0.28
441995152,0.28
442787146,0.28
1002968094,0.28
1003217874,0.28
1003965250,0.28
1010210871,0.28
1014493690,0.28
1014691904,0.28
1014691912,0.28
1116304,0.28
410916064,0.28
410916072,0.28
693080388,0.28
695639323,0.28
699327393,0.28
1002967403,0.28
1002967527,0.08782
1003567670,0.05
1008827581,0.28
1012821460,0.08782
1012997518,0.05
1013135129,0.28
1014212798,0.28
1014493843,0.27146499999999996
1014870221,0.28
441946305,0.27146499999999996
441946313,0.28
441946330,0.28
687434734,0.28
688069649,0.28
691147264,0.28
699600340,0.28
1002689136,0.28
1002990413,0.28
1003595747,0.274775
1005951800,0.28
1005970901,0.28
1011663560,0.28
1012553563,0.28
1012553636,0.28
1012553644,0.05
1012589657,0.05
1873318,0.28
441986773,0.28
441986803,0.28
443389012,0.28
443389039,0.28
689986033,0.28
690771940,0.28
690994117,0.28
691927766,0.28
692778071,0.15309
693213485,0.28
699257468,0.28
6994377,0.15309
1002681704,0.28
1014962541,0.28
413163822,0.28
688340571,0.28
695639250,0.28
1002668694,0.28
1003170657,0.28
1003319430,0.28
1003411980,0.28
1005216620,0.274655
1005313005,0.274655
1005970936,0.28
1007263099,0.28
1007710311,0.28
1007841718,0.28
1008216744,0.18368
1009648354,0.28
1011754999,0.28
1012610389,0.218555
1012916267,0.28
410915866,0.18465
410915874,0.28
410915890,0.28
413163792,0.28
442752857,0.28
442752873,0.28
536446822,0.28
536447217,0.28
689838824,0.28
691931615,0.28
692128980,0.28
693076801,0.18368
695217488,0.28
695596454,0.28
699068002,0.28
699610583,0.28
699852218,0.28
1002606494,0.28
441995063,0.28
442787260,0.28
5488923,0.28
641267754,0.28
697562050,0.28
699600740,0.28
699600987,0.28
1002548362,0.072485
1002580762,0.072485
1002580789,0.20514
1004882596,0.28
1007092740,0.28
1012821100,0.28
5488826,0.14461500000000002
695214918,0.103025
1002544588,0.28
1005986310,0.123335
1008208261,0.28
1012603307,0.28
1012603358,0.20207499999999998
1012806267,0.28
1012806330,0.28
2460963,0.28
2649527,0.28
2678969,0.28
396836674,0.28
410916463,0.28
426200691,0.134995
426200705,0.28
426201850,0.28
426565630,0.229755
536446806,0.28
568686934,0.28
568696166,0.28
5748461,0.16040000000000001
683115928,0.28
684938596,0.123335
684938731,0.28
684938774,0.28
689903758,0.25167500000000004
689941056,0.17796
690654618,0.16040000000000001
699906695,0.134995
1002544480,0.28
1002544529,0.28
1005986247,0.28
1010829898,0.28
1012821118,0.28
1519344,0.28
659026449,0.28
659026511,0.28
697438058,0.28
697438120,0.28
1002518730,0.28
1008664526,0.28
689063873,0.28
1002515499,0.16787
1010178730,0.28
2151154,0.28
627587755,0.28
699601363,0.16787
1002515464,0.28
1011277635,0.28
301094,0.28
399657274,0.28
688473733,0.28
1002502281,0.28
1003149895,0.28
1003172595,0.28
1003510687,0.28
1003699356,0.28
1005142383,0.28
1010544028,0.28
1012916275,0.28
379976242,0.28
617704791,0.28
692004688,0.28
693059257,0.28
699601410,0.28
1002501781,0.28
1002749597,0.28
1003539537,0.28
1005063734,0.28
1006813842,0.28
1009922219,0.215555
1010926958,0.28
1012603277,0.28
1012821509,0.28
3221407,0.28
379963175,0.215555
379973731,0.28
426564006,0.28
524654,0.28
690771967,0.28
691632642,0.28
695827588,0.28
699851343,0.28
1002492847,0.28
1002625456,0.28
1003823740,0.28
1004064290,0.28
1004619429,0.28
1004662758,0.28
1009778932,0.28
1010178684,0.28
1010831019,0.28
1011755901,0.28
1012405165,0.28
1012467829,0.28
1012603269,0.28
442152523,0.28
442152531,0.28
442152620,0.28
442152647,0.28
442152655,0.28
443811237,0.28
577093843,0.28
691141681,0.28
691147230,0.28
699764386,0.28
699906660,0.28
1002458134,0.28
1004619577,0.28
1004662901,0.28
1007450050,0.28
396664393,0.28
396664407,0.28
498343,0.28
690994796,0.28
699600790,0.28
699774241,0.28
1002450362,0.28
1002710640,0.28
1003171548,0.28
1006711632,0.28
379970791,0.28
399657410,0.28
441994776,0.28
688477313,0.28
688642055,0.28
1002410794,0.28
1002515413,0.28
3229459,0.28
379963892,0.28
441994660,0.19524
441994687,0.28
690646313,0.19524
691147523,0.28
692853529,0.28
699298393,0.28
699353653,0.28
800002458,0.28
1002238886,0.28
683602900,0.28
1002170645,0.28
687366399,0.28
1002170610,0.28
1007170929,0.28
441549179,0.28
441549187,0.28
441549195,0.28
441560156,0.28
441560229,0.28
441560237,0.28
687634962,0.28
689595115,0.28
691931593,0.28
1002166001,0.28
1012405718,0.05
1014493711,0.28
403092167,0.28
689100469,0.05
699601525,0.28
699851653,0.28
1002165730,0.28
396721222,0.28
534791522,0.28
1002154763,0.28
1005970910,0.28
2116472,0.28
1002154259,0.28
396721257,0.28
689717660,0.28
1002135130,0.28
1014944748,0.28
396722288,0.28
1002105592,0.28
536447411,0.28
1002104685,0.28
1008434741,0.28
2156970,0.28
699601010,0.28
1002104359,0.28
396723225,0.28
1002099711,0.28
1014944470,0.28
1014962819,0.28
396824293,0.28
396824307,0.28
535811675,0.28
686213467,0.28
686213483,0.28
1002099533,0.28
1002099568,0.25406
1002547129,0.28
1002551959,0.149955
1002582595,0.28
1003172340,0.25406
1003476322,0.28
1003634785,0.28
1004054677,0.28
1004619526,0.28
1004662855,0.28
1010831000,0.28
1012916321,0.28
441995179,0.28
441995187,0.28
504157,0.149955
688473792,0.28
690338040,0.28
690517483,0.28
693062126,0.28
693081082,0.28
1002096534,0.28
1010829855,0.28
1011740750,0.28
1012821053,0.28
323347312,0.28
379974479,0.22574
379974665,0.28
442152876,0.28
688658776,0.07515000000000001
689251289,0.07515000000000001
695469282,0.22574
699601207,0.28
1002096313,0.28
1002154534,0.28
1003890072,0.28
1007380370,0.28
410916820,0.28
436362813,0.28
445703,0.28
687635101,0.05
690817460,0.28
692040668,0.28
1002096216,0.28
1013193765,0.28
3630617,0.28
4030273,0.28
687378672,0.28
1002095333,0.28
396833845,0.28
659026414,0.28
1002054513,0.28
323765220,0.28
441995250,0.28
441995268,0.28
441995276,0.28
532630,0.28
699764327,0.28
1002052820,0.28
1013286615,0.28
379962942,0.28
699600766,0.28
1002051719,0.28
1003302677,0.28
1011540158,0.28
1014493592,0.28
442752911,0.28
536018278,0.28
687581907,0.28
688574645,0.28
691734755,0.28
697436349,0.28
1002051603,0.28
1002051638,0.28
1002099290,0.28
1006603406,0.28
1007710214,0.28
1012821339,0.28
1012821371,0.28
1014944640,0.28
1014954476,0.28
1014954484,0.28
1014954492,0.28
1014962827,0.28
410917370,0.05
410917400,0.28
441549209,0.28
441549225,0.28
441549233,0.28
441561896,0.28
441562094,0.05
441564470,0.28
441564470,0.28
534855563,0.28
683955969,0.28
683957538,0.28
687635004,0.28
687635055,0.28
688472583,0.28
689956673,0.28
690074964,0.28
691934746,0.28
699363012,0.28
699392810,0.28
1002051433,0.28
1005312980,0.28
1007662724,0.28
410916862,0.28
691538581,0.28
698099044,0.28
6994393,0.28
1002051379,0.28
691930520,0.28
1002051166,0.28
1002134606,0.28
1005028440,0.28
1005028637,0.28
1005028645,0.28
1005028653,0.145885
1005028670,0.28
1005028696,0.28
1005067519,0.28
1007714074,0.05
1007714082,0.05
1007714090,0.05
1010157733,0.05
1010247333,0.28
1014213220,0.28
2156997,0.28
399676201,0.28
403092221,0.28
410855030,0.28
413164284,0.05
533742,0.145885
689073429,0.05
692802533,0.28
695215817,0.25579
1002045042,0.28
535744404,0.28
1002044720,0.28
1002990502,0.28
1003791945,0.28
1005496541,0.28
1006226033,0.28
1006739545,0.15374000000000002
1009146871,0.28
1009847608,0.28
1012405610,0.28
1012405629,0.15374000000000002
1012405637,0.28
1012405688,0.28
1012674093,0.28
1012674115,0.28
1013193862,0.28
1013228232,0.28
1014213131,0.211065
1014493738,0.245195
1014944772,0.28
1014958153,0.28
1014962460,0.211065
1014962509,0.28
1015022100,0.211065
441928331,0.28
441928340,0.28
441928358,0.28
441928390,0.28
441928404,0.28
441928412,0.1988
441928420,0.27770999999999996
441928439,0.28
441928447,0.28
534860338,0.28
684880962,0.28
690872135,0.28
691146560,0.245195
695604473,0.28
699070406,0.28
1002044658,0.28
1002052111,0.28
1011089057,0.28
1012467683,0.28
396836380,0.28
641268742,0.28
679402667,0.28
688935915,0.28
699907225,0.28
1002033516,0.28
1002597495,0.28
1002598033,0.28
1004880445,0.28
1007376357,0.28
1007380419,0.28
1011329830,0.28
1014316364,0.28
403006228,0.28
441553028,0.28
441553192,0.28
441554288,0.28
441554474,0.28
442802412,0.28
691878463,0.28
691931763,0.28
695774522,0.28
699600553,0.28
1002033109,0.28
2766302,0.28
1002032242,0.28
1002051875,0.28
1012405661,0.28
1014142919,0.28
442159307,0.28
535811780,0.28
536447608,0.28
691928886,0.28
692364544,0.28
693080965,0.28
700033831,0.28
1002026480,0.28
1003683719,0.28
1003683930,0.28
1010265749,0.160105
1012579635,0.28
1012645301,0.05
410853615,0.28
441575862,0.28
641039786,0.28
689693885,0.28
691931534,0.160105
699070414,0.28
700040650,0.05
1002020392,0.28
1014283067,0.28
687524580,0.28
1002020350,0.28
1002095600,0.28
1002279329,0.28
1008499932,0.28
396824374,0.28
396824404,0.28
403006309,0.28
442802269,0.28
533874,0.28
683899570,0.28
689441525,0.28
691930244,0.28
699789575,0.28
1002011849,0.28
1003215413,0.28
1003889880,0.068245
1005028351,0.28
1005028360,0.28
1005028378,0.28
1005028386,0.15808000000000003
1005028394,0.249815
1005028408,0.1884
1005216646,0.28
1006223263,0.28
1008197014,0.28
1008197049,0.28
1012553555,0.28
1012553571,0.05
1014493606,0.28
3674770,0.28
396721737,0.28
410916242,0.1884
411065254,0.28
534786332,0.28
534791859,0.28
687318190,0.28
687378648,0.05
690647620,0.28
